Procesa_grupa,Darbibas_joma,Process,Procesa_galaprodukti,Procesa_izpilditajs-patstaviga_strukturvieniba
Pamatdarbība,Juridiskās funkcijas un tiesvedība,Pirmstiesas strīdu lietu izskatīšana,Pārsūdzēts lēmums,SNASLD
Pamatdarbība,Juridiskās funkcijas un tiesvedība,Pirmstiesas strīdu lietu izskatīšana,Lēmums atstāts negrozīts,JPSIP
Pamatdarbība,Juridiskās funkcijas un tiesvedība,Pirmstiesas strīdu lietu izskatīšana,Lēmums atstāts negrozīts,SNASLD
Pamatdarbība,Muitas lietu administrēšana,Muitas tarifu un nodokļu maksājumu piemērošana,Noteikta preču izcelsme,MP
Pamatdarbība,Muitas lietu administrēšana,Muitas tarifu un nodokļu maksājumu piemērošana,Klasificēta prece,MP
Pamatdarbība,Muitas lietu administrēšana,Muitas tarifu un nodokļu maksājumu piemērošana,Noteikta preču muitas vērtība,MP
Pamatdarbība,Muitas lietu administrēšana,Muitas tarifu un nodokļu maksājumu piemērošana,Noteikts muitas maksājums,MP
Pamatdarbība,Akcīzes preču aprites administrēšana,Akcīzes nodokļa nodrošinājuma administrēšana,Administrēts akcīzes nodokļa vienreizējais nodrošinājums,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Akcīzes nodokļa nodrošinājuma administrēšana,Administrēts akcīzes nodokļa vispārējais nodrošinājums,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Akcīzes nodokļa nodrošinājuma administrēšana,Piešķirts nodrošinātāja statuss kredītistādēm,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Akcīzes nodokļa nodrošinājuma administrēšana,Veikta akcīzes nodokļa nodrošinājumam iemaksātās drošības naudas atmaksa,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Pagarināts/ nav pagarināts deklarāciju iesniegšanas termiņš,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Pagarināts/ nav pagarināts deklarāciju iesniegšanas termiņš,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Pagarināts/ nav pagarināts nodokļu maksāšanas termiņš ,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Pagarināts/ nav pagarināts nodokļu maksāšanas termiņš ,SNASLD
Pamatdarbība,Muitas lietu administrēšana,"Saistību izpildes veicināšana 
",Pagarināts/ nav pagarināts muitas maksājumu maksāšanas termiņš ,MP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Noslēgts/ nav noslēgts vienošanās līgums un cits administratīvais līgums ar NM,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Noslēgts/ nav noslēgts vienošanās līgums un cits administratīvais līgums ar NM,JPSIP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Noslēgts/ nav noslēgts vienošanās līgums un cits administratīvais līgums ar NM,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Veikts darbs ar nodokļu un informatīvo deklarāciju neiesniedzējiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Veikts darbs ar nodokļu un informatīvo deklarāciju neiesniedzējiem,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Veikts darbs ar nodokļu un informatīvo deklarāciju neiesniedzējiem,NSUP
Pamatdarbība,Akcīzes preču aprites administrēšana,"Saistību izpildes veicināšana 
",Veikts darbs ar akcīzes nodokļa deklarāciju neiesniedzējiem,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,"Saistību izpildes veicināšana 
",Veikts darbs ar valsts amatpersonu deklarāciju neiesniedzējiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,"Saistību izpildes veicināšana 
",Veikts darbs ar NM par labprātīgu parādu samaksu līdz bezstrīda piedziņas uzsākšanai ,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,Saistību izpildes veicināšana ,Ķīlas līgumu noslēgšana,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Uzraudzības un kontroles veikšana,Veikta uzraudzība/ kontrole akcīzes jomā,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Uzraudzības un kontroles veikšana,Organizēta komercreģistrā ierakstītas sabiedrības darbības izbeigšana,NNVP
Pamatdarbība,Administratīvā atbildība un sankcijas,Uzraudzības un kontroles veikšana,Veikta pārbaude publiskas personas institūcijā,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Uzraudzības un kontroles veikšana,Veikta pārbaude publiskas personas institūcijā,SNASLD
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Uzraudzības un kontroles veikšana,"Organizēta biedrības, nodibinājuma darbības izbeigšana ",NP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Deklarāciju administrēšana,Veikta valsts ametpersonu deklarācijas datu atbilstības pārbaude,NP
Pamatdarbība,Iestādes pārvaldība un iekšējā kontrole,Deklarāciju administrēšana,Veikta valsts ametpersonu deklarāciju datu atbilstības pārbaude iestādes pārvaldības ietvaros ,IDP
Pamatdarbība,Akcīzes preču aprites administrēšana,Deklarāciju administrēšana,Veikta valsts akcīzes nodokļa deklarācijas datu atbilstības pārbaude,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Veikta nodokļu deklarācijas datu atbilstības pārbaude,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Uzraudzības un kontroles veikšana,Veikts nodokļu audits,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,Uzraudzības un kontroles veikšana,Veikts nodokļu audits,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,Uzraudzības un kontroles veikšana,Veikta nodokļu kontrole,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,Uzraudzības un kontroles veikšana,Veikta nodokļu kontrole,SNASLD
Pamatdarbība,Administratīvā atbildība un sankcijas,Uzraudzības un kontroles veikšana,NM domēna vārdu atslēgšana un piekļuves tiesību ierobežošana,NNVP
Pamatdarbība,Administratīvā atbildība un sankcijas,Uzraudzības un kontroles veikšana,Lēmumu administratīvo pārkāpumu lietās izpildes uzraudzība ,NNVP
Pamatdarbība,Administratīvā atbildība un sankcijas,Uzraudzības un kontroles veikšana,Pārbaužu veikšana un sankciju piemērošana finanšu iestādēm,NP
Pamatdarbība,Finanšu noziegumu novēršana,Uzraudzības un kontroles veikšana,Pārbaužu veikšana NILLTPF novēršanas jomā,NSUP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Uzraudzības un kontroles veikšana,"Pārbaužu veikšana azartspēļu, t.sk. nelicencēto interaktīvo azartspēļu, izložu, preču un pakalpojumu loteriju jomā",NSUP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Uzraudzības un kontroles veikšana,VID administrēto valsts atbalstu piešķiršana un kontrole ,NNVP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Sabiedriskā labuma organizācijas statusa administrēšana,Piešķirts/ nav piešķirts SLO statuss,NP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Sabiedriskā labuma organizācijas statusa administrēšana,Atņemts SLO statuss,NP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Sabiedriskā labuma organizācijas statusa administrēšana,Piešķirta/ nav piešķirta papildu darbības joma,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Nodokļu un tiem pielīdzināto maksājumu  piedziņa,Dzēsts nodokļa parāds,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,Nodokļu un tiem pielīdzināto maksājumu  piedziņa,Piedzīts/ nav piedzīts maksājums,NNVP
Pamatdarbība,Juridiskās funkcijas un tiesvedība,Procesuālo darbību veikšana NM maksātnespējas un tiesiskās aizsardzības procesos,Reģistrēts kreditoru prasījums,NNVP
Pamatdarbība,Juridiskās funkcijas un tiesvedība,Procesuālo darbību veikšana NM maksātnespējas un tiesiskās aizsardzības procesos,Iesniegts maksātnespējas procesa pieteikums,NNVP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikts muitas fiziskās kontroles pasākums,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta muitas operācija,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikts intelektuālā īpašuma aizsardzības pasākums,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikts muitas kontroles pasākums ar darba suni,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,"Veikts uzraudzības pasākums precēm, uz kurām attiecināmi pārvietošanas ierobežojumi un aizliegumi",MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta kontrole skaidras naudas pārvietošanai pāri muitas robežai,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta aizdomīgu pasta sūtījumu kontrole,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikts kontroles pasākums ES kopējās lauksaimniecības politikas ietvaros ,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta muitošanas dokumentu kontrole,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta autopārvadājumu kontrole,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta īpašo procedūru (izņemot tranzīts) un atļauju izpildes uzraudzība,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta eksporta un reeksporta procedūras izpildes  uzraudzība,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta pēcmuitošanas pārbaude un nodokļu kontrole pēc preču laišanas brīvā apgrozībā,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikts muitas audits,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta importētāja un atzītā OIM deklarētāja pienākumu izpildes  uzraudzība,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta tranzīta procedūras izpildes uzraudzība ,MP
Pamatdarbība,Muitas lietu administrēšana,Uzraudzības un kontroles veikšana,Veikta deklarāciju datu atbilstības kontrole muitas informācijas sistēmās,MP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pabeigts AP process bez AP lietas uzsākšanas,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pabeigts AP process bez AP lietas uzsākšanas,MP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pabeigts AP process bez AP lietas uzsākšanas,NNVP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pabeigts AP process bez AP lietas uzsākšanas,NSUP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pabeigts AP process bez AP lietas uzsākšanas,SNASLD
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pieņemts lēmums par AP procesa izbeigšanu,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pieņemts lēmums par AP procesa izbeigšanu,MP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pieņemts lēmums par AP procesa izbeigšanu,NNVP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pieņemts lēmums par AP procesa izbeigšanu,NSUP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pieņemts lēmums par AP procesa izbeigšanu,SNASLD
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pienemts lēmums par soda uzlikšanu/ procesuālo izdevumu piedziņu,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pienemts lēmums par soda uzlikšanu/ procesuālo izdevumu piedziņu,MP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pienemts lēmums par soda uzlikšanu/ procesuālo izdevumu piedziņu,NNVP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pienemts lēmums par soda uzlikšanu/ procesuālo izdevumu piedziņu,NSUP
Pamatdarbība,Administratīvā atbildība un sankcijas,Administratīvā pārkāpuma procesa īstenošana,Pienemts lēmums par soda uzlikšanu/ procesuālo izdevumu piedziņu,SNASLD
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Fizikālās un fizikāli ķīmiskās ekspertīzes veikšana ,Sniegts eksperta atzinums,MP
Pamatdarbība,Nodokļu un nodevu administrēšana,VID administrēto maksājumu grāmatvedības uzskaites īstenošana,Sagatavots gada pārskats,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Starptautiskas savstarpējās saskaņošanas procedūras nodrošināšana,Pabeigta starptautiskas savstarpējās saskaņošanas procedūra,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Starptautiskas savstarpējās saskaņošanas procedūras nodrošināšana,Pabeigta starptautiskas savstarpējās saskaņošanas procedūra,NNVP
Pamatdarbība,Nodokļu un nodevu administrēšana,Starptautiskas savstarpējās saskaņošanas procedūras nodrošināšana,Pabeigta starptautiskas savstarpējās saskaņošanas procedūra,JPSIP
Atbalsts,Iestādes pārvaldība un iekšējā kontrole,Darba aizsardzības nodrošināšana,Nodrošināta darba aizsardzība,APP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,ITP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,ISDPD
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,JPSIP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,MP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,NNVP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,NP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,NSUP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,NMUAPP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,IKD
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,SNASLD
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,APP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegti priekšlikumi grozījumiem ārējā normatīvajā dokumentā,AP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,ITP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,ISDPD
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,JPSIP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,MP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,NNVP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,NP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,NSUP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,NMUAPP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,IKD
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,SNASLD
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,APP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Sniegts atzinums par ārējā normatīvā dokumenta projektu,AP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Izstrādāts ārējā normatīvā akta vai tā grozījumu projekts,JPSIP
Atbalsts,"Politika, metodika, analītika un regulējums",Līdzdalības ārējo normatīvo dokumentu izstrādē nodrošināšana,Izstrādāts ārējā normatīvā akta vai tā grozījumu projekts,NP
Atbalsts,Juridiskās funkcijas un tiesvedība,"VID pārstāvības tiesvedības procesā nodrošināšana
",Nodrošināta pārstāvība tiesvedības procesā,JPSIP
Atbalsts,Juridiskās funkcijas un tiesvedība,"VID pārstāvības tiesvedības procesā nodrošināšana
",Nodrošināta pārstāvība tiesvedības procesā,NP
Atbalsts,Juridiskās funkcijas un tiesvedība,"VID pārstāvības tiesvedības procesā nodrošināšana
",Nodrošināta pārstāvība tiesvedības procesā,NNVP
Atbalsts,Juridiskās funkcijas un tiesvedība,"VID pārstāvības tiesvedības procesā nodrošināšana
",Nodrošināta pārstāvība tiesvedības procesā,NSUP
Atbalsts,Juridiskās funkcijas un tiesvedība,"VID pārstāvības tiesvedības procesā nodrošināšana
",Nodrošināta pārstāvība tiesvedības procesā,SNASLD
Atbalsts,Juridiskās funkcijas un tiesvedība,"VID pārstāvības tiesvedības procesā nodrošināšana
",Nodrošināta pārstāvība tiesvedības procesā,APP
